Borough,Borough (upper),District,CCU,Block,Lot,OwnerType,Status_Date,Address,,,,,,,,BoroughB,Borough (upper),DistrictB,CCU,BlockB,LotB,OwnerTypeB,Status_Date,AddressB,LatB,LongB,,,,,,BoroughBR,,DistrictBR,,,,OwnerTypeBR,,AddressBR,LatBR,LongBR,,,,,,BoroughM,,DistrictM,,,,OwnerTypeM,,AddressM,LatM,LongM,,,,,,BoroughQ,,DistrictQ,,,,OwnerTypeQ,,AddressQ,LatQ,LongQ,,,,,,,,BoroughS,,DistrictS,,,,OwnerTypeS,AddressS,,LatQ,LongQ
bronx,BRONX,3,12-05376,2965,13,City,40935,ADJ. 1386 STEBBINS AVENUE betw EAST 170 STREET & JENNINGS STREET,,,,,,,,bronx,BRONX,3,12-05376,2965,13,City,40935,1386 STEBBINS AVENUE ,40.8326487,-73.893796,,,,,,brooklyn,BROOKLYN,4,12-05308,3232,42,City,40938,1280 MYRTLE AVENUE,40.69785,-73.92582,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11490,15817,50,Private,41061,2511 SEAGIRT AVENUE,40.5950024,-73.7589561,,,,,,,,,,,,,,,,,,
bronx,BRONX,3,12-05005,2979,1,City,41244,ADJ. 1208 SOUTHERN BOULEVARD betw LOUIS NINE BOULEVARD & HOME STREET,,,,,,,,bronx,BRONX,3,12-05005,2979,1,City,41244,1208 SOUTHERN BOULEVARD,40.8288048,-73.8915682,,,,,,brooklyn,BROOKLYN,4,12-05282,3285,71,City,40939,1177 GREENE AVENUE,40.6953209,-73.9224684,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11903,15819,79,City,41030,116 BEACH 27 STREET,40.592691,-73.759482,,,,,,,,,,,,,,,,,,
bronx,BRONX,3,12-05135,2980,4,Private,40932,ADJ. 1286 SOUTHERN BOULEVARD betw JENNINGS STREET & LOUIS NINE BOULEVARD,,,,,,,,bronx,BRONX,3,12-05135,2980,4,Private,40932,1286 SOUTHERN,40.830353,-73.891656,,,,,,brooklyn,BROOKLYN,4,12-05283,3296,58,City,40938,ADJ. 105 BLEECKER STREET betw CENTRAL AVENUE & EVERGREEN AVENUE,40.695333,-73.921358,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11881,15825,1,City,41183,323 BEACH 36 STREET,40.595765,-73.768925,,,,,,,,,,,,,,,,,,
bronx,BRONX,3,12-05133,2994,32,Private,40934,ADJ. 1437 BRYANT AVENUE betw JENNINGS STREET & BEND,,,,,,,,bronx,BRONX,3,12-05133,2994,32,Private,40934,1437 BRYANT AVENUE,40.8310848,-73.8885135,,,,,,brooklyn,BROOKLYN,4,12-05284,3342,42,City,40938,201 & 209 PALMETTO STREET,40.69478,-73.916027,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11881,15825,9,City,41183,BEACH CHANNEL DRIVE & ROCKAWAY BEACH BOULEVARD,40.5889257,-73.8164927,,,,,,,,,,,,,,,,,,
bronx,BRONX,3,11-11795,2994,45,Private,40928,ADJ. 1411 BRYANT AVENUE betw JENNINGS STREET & BEND,,,,,,,,bronx,BRONX,3,11-11795,2994,45,Private,40928,1411 BRYANT AVENUE,40.8302774,-73.8890647,,,,,,brooklyn,BROOKLYN,4,12-05284,3342,43,City,40938,209 PALMETTO STREET,40.6947796,-73.916027,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11904,15837,47,City,41153,352 BEACH 45 STREET,40.7600071,-73.757937,,,,,,,,,,,,,,,,,,
bronx,BRONX,4,12-05008,2455,49,Private,40932,ADJ. 207 EAST 163 STREET betw SHERMAN AVENUE & SHERIDAN AVENUE,,,,,,,,bronx,BRONX,4,12-05008,2455,49,Private,40932,207 EAST 163 STREET,40.828052,-73.919786,,,,,,brooklyn,BROOKLYN,4,12-05252,3387,1,City,40939,1036 JEFFERSON AVENUE,40.6871915,-73.9169915,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11904,15837,49,City,41153,352 BEACH 47 STREET,40.594944,-73.777937,,,,,,,,,,,,,,,,,,
bronx,BRONX,4,12-05431,2514,60,City,40939,ADJ. 128 WEST 167 STREET betw OGDEN AVENUE & NELSON AVENUE,,,,,,,,bronx,BRONX,4,12-05431,2514,60,City,40939,ADJ. 128 WEST 167 STREET betw OGDEN AVENUE & NELSON AVENUE,40.8371002,-73.9277265,,,,,,brooklyn,BROOKLYN,4,11-11571,3434,42,Private,41153,1150 & 1146 DECATUR STREET,40.687671,-73.908267,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11904,15837,51,City,41153,352 BEACH 47 STREET,40.594944,-73.767937,,,,,,,,,,,,,,,,,,
bronx,BRONX,4,12-05430,2514,70,City,40939,BETWEEN 1123 & 1139 NELSON AVENUE,,,,,,,,bronx,BRONX,4,12-05430,2514,70,City,40939,BETWEEN 1123 & 1139 NELSON AVENUE,40.84527,-73.920231,,,,,,brooklyn,BROOKLYN,5,11-11703,3680,29,City,41214,1766 EAST NEW YORK AVENUE betw NYCTA SUBWAY & VAN SINDEREN AVENUE,40.675315,-73.903075,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11905,15837,52,City,41061,335 BEACH 45 STREET,40.594637,-73.77664,,,,,,,,,,,,,,,,,,
bronx,BRONX,4,12-05430,2514,72,City,40939,BETWEEN 1123 & 1139 NELSON AVENUE,,,,,,,,bronx,BRONX,4,12-05430,2514,72,City,40939,BETWEEN 1123 & 1139 NELSON AVENUE,40.84527,-73.910231,,,,,,brooklyn,BROOKLYN,5,11-11703,3680,129,City,41214,1766 EAST NEW YORK AVENUE betw NYCTA SUBWAY & VAN SINDEREN AVENUE,40.675315,-73.913075,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11905,15837,54,City,41061,335 BEACH 46 STREET,40.594637,-73.76664,,,,,,,,,,,,,,,,,,
bronx,BRONX,4,12-05430,2514,73,City,40939,BETWEEN 1123 & 1139 NELSON AVENUE,,,,,,,,bronx,BRONX,4,12-05430,2514,73,City,40939,BETWEEN 1123 & 1139 NELSON AVENUE,40.84527,-73.900231,,,,,,brooklyn,BROOKLYN,5,11-11449,3722,114,Private,41244,424 GLENMORE AVENUE,40.673242,-73.8947606,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11906,15848,57,City,40921,218 BEACH 40 STREET,40.593905,-73.771846,,,,,,,,,,,,,,,,,,
bronx,BRONX,4,12-05378,2830,44,City,40938,REAR OF 1346 SHERIDAN AVENUE betw EAST 170 STREET & MARCY PLACE,,,,,,,,bronx,BRONX,4,12-05378,2830,44,City,40938,1346 SHERIDAN AVENUE,40.8372332,-73.9133766,,,,,,brooklyn,BROOKLYN,5,12-05200,3725,12,City,40934,488 MILLER AVENUE ,40.668714,-73.890213,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11906,15848,58,City,40921,218 BEACH 41 STREET,40.774086,-73.903553,,,,,,,,,,,,,,,,,,
bronx,BRONX,4,12-05378,2830,48,City,40938,REAR OF 1346 SHERIDAN AVENUE betw EAST 170 STREET & MARCY PLACE,,,,,,,,bronx,BRONX,4,12-05378,2830,48,City,40938, 1346 SHERIDAN AVENUe,40.8372332,-73.9133766,,,,,,brooklyn,BROOKLYN,5,12-05200,3725,13,City,40934,488 BRADFORD STREET,40.6669971,-73.8910055,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11906,15848,60,City,40921,218 BEACH 42 STREET,40.75622,-73.773434,,,,,,,,,,,,,,,,,,
bronx,BRONX,4,12-05378,2830,52,City,40938,REAR OF 1346 SHERIDAN AVENUE betw EAST 170 STREET & MARCY PLACE,,,,,,,,bronx,BRONX,4,12-05378,2830,52,City,40938, 1346 SHERIDAN AVENUe,40.8372332,-73.9133766,,,,,,brooklyn,BROOKLYN,5,12-05191,3820,123,City,40939,491 ALABAMA AVENUE,40.663997,-73.8965176,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11896,15848,62,City,41214,ADJ. 216 BEACH 40 STREET betw ROCKAWAY BEACH BOULEVARD & DEAD END,40.59582,-73.753807,,,,,,,,,,,,,,,,,,
bronx,BRONX,4,12-05378,2830,57,City,40938,REAR OF 1346 SHERIDAN AVENUE betw EAST 170 STREET & MARCY PLACE,,,,,,,,bronx,BRONX,4,12-05378,2830,57,City,40938,EAST 170 STREET & MARCY PLACE,40.8356096,-73.9054742,,,,,,brooklyn,BROOKLYN,5,12-05067,3865,24,City,40927,"719 Van Sinderen Ave,Brooklyn, NY 11207",40.658736,-73.8989865,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11896,15848,63,City,41214,ADJ. 216 BEACH 40 STREET betw ROCKAWAY BEACH BOULEVARD & DEAD END,40.5805469,-73.8274249,,,,,,,,,,,,,,,,,,
bronx,BRONX,4,12-05378,2830,62,City,40938,REAR OF 1346 SHERIDAN AVENUE betw EAST 170 STREET & MARCY PLACE,,,,,,,,bronx,BRONX,4,12-05378,2830,62,City,40938,EAST 170 STREET & MARCY PLACE,40.8356096,-73.9054742,,,,,,brooklyn,BROOKLYN,5,12-05067,3865,25,City,40927,719 LINDEN BOULEVARD & NEW LOTS AVENUE,40.653975,-73.932102,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11896,15848,65,City,41214,ADJ. 216 BEACH 40 STREET betw ROCKAWAY BEACH BOULEVARD & DEAD END,40.5805469,-73.8374249,,,,,,,,,,,,,,,,,,
bronx,BRONX,5,11-11728,2814,8,Private,41183,REAR OF 1920 ANTHONY AVENUE betw ECHO PLACE & EAST TREMONT AVENUE,,,,,,,,bronx,BRONX,5,11-11728,2814,8,Private,41183,"1920 Anthony Ave,Bronx,NY 10457",40.8492136,-73.9029111,,,,,,brooklyn,BROOKLYN,5,12-05067,3865,26,City,40927,719 LINDEN BOULEVARD,40.653975,-73.932102,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11896,15848,67,City,41214,ADJ. 216 BEACH 40 STREET betw ROCKAWAY BEACH BOULEVARD & DEAD END,40.5805469,-73.8474249,,,,,,,,,,,,,,,,,,
bronx,BRONX,5,12-05006,2867,125,City,41244,REAR OF 1821 DAVIDSON AVENUE betw WEST 177 STREET & WEST 176 STREET,,,,,,,,bronx,BRONX,5,12-05006,2867,125,City,41244,"1920 Anthony Ave,Bronx,NY 10457",40.8492136,-73.9029111,,,,,,brooklyn,BROOKLYN,5,12-05067,3865,27,City,40927,719 NEW LOTS AVENUE,40.6660282,-73.8842874,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11900,15849,18,City,41214,40-03 ROCKAWAY BEACH BOULEVARD betw BEACH 41 STREET & BEACH 40 STREET,40.5962571,-73.7720332,,,,,,,,,,,,,,,,,,
bronx,BRONX,5,12-05007,2868,3,City,41183,ADJ. 156 MORTON PLACE betw DR M L KING JR BOULEVARD & HARRISON AVENUE,,,,,,,,bronx,BRONX,5,12-05007,2868,3,City,41183,156 MORTON PLACE,40.8507848,-73.914717,,,,,,brooklyn,BROOKLYN,5,12-05041,3866,41,City,40932,BETWEEN 644 & 638 HINSDALE STREET,40.67371,-73.901166,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11900,15849,19,City,41214,40-03 ROCKAWAY BEACH BOULEVARD betw BEACH 41 STREET & BEACH 40 STREET,40.5962571,-73.7820332,,,,,,,,,,,,,,,,,,
bronx,BRONX,5,11-11755,3186,73,Private,41153,ADJ. 2255 WALTON AVENUE betw EAST 183 STREET & EAST 182 STREET,,,,,,,,bronx,BRONX,5,11-11755,3186,73,Private,41153,"2255 Walton Ave,Bronx,NY 10453",40.857735,-73.903485,,,,,,brooklyn,BROOKLYN,5,12-05042,3866,68,City,41214,"1747 Linden Blvd,Brooklyn, NY 11207",40.657891,-73.897842,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11900,15849,20,City,41214,40-03 ROCKAWAY BEACH BOULEVARD betw BEACH 41 STREET & BEACH 40 STREET,40.5962571,-73.7920332,,,,,,,,,,,,,,,,,,
bronx,BRONX,6,11-11866,2900,28,Private,41244,ADJ. 4147 PARK AVENUE betw EAST 176 STREET & EAST 175 STREET,,,,,,,,bronx,BRONX,6,11-11866,2900,28,Private,41244,4147 PARK AVENUE,40.8462614,-73.9005062,,,,,,brooklyn,BROOKLYN,5,12-05043,3992,45,City,41214,868A GLENMORE AVENUE ,40.6756934,-73.8778883,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11898,15850,6,City,41153,41-11 ROCKAWAY BEACH BOULEVARD,40.5937761,-73.7732638,,,,,,,,,,,,,,,,,,
bronx,BRONX,6,11-11695,2947,18,City,40969,ADJ. 1899 BELMONT AVENUE betw EAST TREMONT AVENUE & BEND,,,,,,,,bronx,BRONX,6,11-11695,2947,18,City,40969,1899 BELMONT AVENUE,40.8452869,-73.8928115,,,,,,brooklyn,BROOKLYN,5,12-05044,4000,3,City,41214,335 ASHFORD STREET,40.674161,-73.884946,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11902,15851,33,City,41244,42-16 ROCKAWAY BEACH BOULEVARD,40.5939698,-73.7743609,,,,,,,,,,,,,,,,,,
bronx,BRONX,7,11-11754,3198,12,Private,41061,NEAR 2310 GRAND AVENUE betw WEST 184 STREET & NORTH STREET,,,,,,,,bronx,BRONX,7,11-11754,3198,12,Private,41061, 2310 GRAND AVENUE,40.860402,-73.904546,,,,,,brooklyn,BROOKLYN,5,11-11958,4050,22,City,41183,582 LINWOOD STREET,40.670931,-73.882025,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11902,15851,42,City,41244,42-16 ROCKAWAY BEACH BOULEVARD,40.5939698,-73.7743609,,,,,,,,,,,,,,,,,,
bronx,BRONX,8,11-11585,3253,202,Private,41030,REAR OF 3065 SEDGWICK AVENUE betw PEROT STREET & RESERVOIR AVENUE,,,,,,,,bronx,BRONX,8,11-11585,3253,202,Private,41030,3065 Sedgwick Ave,40.8766081,-73.8998497,,,,,,brooklyn,BROOKLYN,5,12-05092,4067,12,City,40926,661 LINWOOD STREET,40.669045,-73.8811292,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11879,15864,1,City,41153,N/S SPRAYVIEW AVENUE,40.5924139,-73.7669406,,,,,,,,,,,,,,,,,,
bronx,BRONX,8,11-11973,3253,204,Private,40933,ADJ. 3056 KINGSBRIDGE TERRACE betw PEROT STREET & ALBANY CRESCENT,,,,,,,,bronx,BRONX,8,11-11973,3253,204,Private,40933,3056 KINGSBRIDGE TERRACE,40.8768434,-73.900724,,,,,,brooklyn,BROOKLYN,5,11-11968,4074,39,City,41183, 779 LIVONIA AVENUE,40.6658451,-73.888146,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11961,15870,60,City,41214,AT 42-00 BEACH 38 STREET,40.747477,-73.926623,,,,,,,,,,,,,,,,,,
bronx,BRONX,8,11-11601,3257,39,Private,41214,ADJ. 3138 HEATH AVENUE betw FT INDEPENDENCE STREET & BEND,,,,,,,,bronx,BRONX,8,11-11601,3257,39,Private,41214,3138 HEATH AVENUE betw FT INDEPENDENCE STREET & BEND,40.8803576,-73.9007419,,,,,,brooklyn,BROOKLYN,5,11-11950,4078,11,City,41061,BETWEEN 577 & 583 JEROME STREET,40.666736,-73.88485,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,12-05039,15891,1,City,40921,SOUTH SIDE OF ARVERNE BLVD,40.592805,-73.787989,,,,,,,,,,,,,,,,,,
bronx,BRONX,8,11-11601,3257,46,Private,41214,ADJ. 3138 HEATH AVENUE betw FT INDEPENDENCE STREET & BEND,,,,,,,,bronx,BRONX,8,11-11601,3257,46,Private,41214,3138 HEATH AVENUE betw FT INDEPENDENCE STREET & BEND,40.8803576,-73.9007419,,,,,,brooklyn,BROOKLYN,5,11-11969,4081,23,City,41183,BETWEEN 982 & 976 DUMONT AVENUE,40.667896,-73.882415,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,12-05038,15919,1,City,40935,AT 1-35 BEACH 52 STREET,40.578952,-73.849544,,,,,,,,,,,,,,,,,,
bronx,BRONX,8,11-11601,3257,47,Private,41214,ADJ. 3138 HEATH AVENUE betw FT INDEPENDENCE STREET & BEND,,,,,,,,bronx,BRONX,8,11-11601,3257,47,Private,41214,3138 HEATH AVENUE betw FT INDEPENDENCE STREET & BEND,40.8803576,-73.9007419,,,,,,brooklyn,BROOKLYN,5,11-11970,4083,29,Private,40932,823 NEW LOTS AVENUE,40.6675702,-73.8804746,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,12-05164,15965,104,City,40938,BETWEEN 429 & 433 BEACH 43 STREET,40.743335,-73.921505,,,,,,,,,,,,,,,,,,
bronx,BRONX,8,11-11601,3257,71,Private,41214,ADJ. 3138 HEATH AVENUE betw FT INDEPENDENCE STREET & BEND,,,,,,,,bronx,BRONX,8,11-11601,3257,71,Private,41214,3138 HEATH AVENUE betw FT INDEPENDENCE STREET & BEND,40.8803576,-73.9007419,,,,,,brooklyn,BROOKLYN,5,12-05046,4092,1,Private,40933,NEW LOTS AVENUE & NYCTA SUBWAY,40.6632873,-73.8897877,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11859,16100,31,City,41030,OPPOSITE OF 2-52 BEACH CHANNEL DRIVE,40.5940793,-73.7896881,,,,,,,,,,,,,,,,,,
bronx,BRONX,8,11-11478,5727,560,Private,41030,OPPOSITE OF 2750 JOHNSON AVENUE betw WEST 230 STREET & BEND,,,,,,,,bronx,BRONX,8,11-11478,5727,560,Private,41030,2750 JOHNSON AVENUE,40.8801731,-73.91173,,,,,,brooklyn,BROOKLYN,5,12-05046,4092,2,Private,40933, 607 JEROME STREET ,40.665833,-73.884678,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11858,16100,38,City,41030,OPPOSITE OF 245 BEACH CHANNEL DRIVE,40.5940793,-73.7896881,,,,,,,,,,,,,,,,,,
bronx,BRONX,9,11-11723,3597,40,Private,41153,ADJ. 757 BEACH AVENUE betw LAFAYETTE AVENUE & SEWARD AVENUE,,,,,,,,bronx,BRONX,9,11-11723,3597,40,Private,41153,ADJ. 757 BEACH AVENUE betw LAFAYETTE AVENUE & SEWARD AVENUE,40.820783,-73.863971,,,,,,brooklyn,BROOKLYN,5,12-05046,4092,3,Private,40933,NEW LOTS AVENUE & NYCTA SUBWAY,40.6632873,-73.8897877,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,11-11790,16103,60,City,41061,AT 83-00 BEACH 83 STREET,40.718963,-73.869551,,,,,,,,,,,,,,,,,,
bronx,BRONX,9,11-11723,3597,42,Private,41153,ADJ. 757 BEACH AVENUE betw LAFAYETTE AVENUE & SEWARD AVENUE,,,,,,,,bronx,BRONX,9,11-11723,3597,42,Private,41153,ADJ. 757 BEACH AVENUE betw LAFAYETTE AVENUE & SEWARD AVENUE,40.820783,-73.873971,,,,,,brooklyn,BROOKLYN,5,12-05162,4142,32,City,40933,CHESTNUT STREET & RICHMOND STREET,40.684323,-73.877096,,,,,,,,,,,,,,,,,,,,,,queens,QUEENS,14,12-05049,16106,1,City,40933,OPPOSITE OF 82-03 BEACH CHANNEL DRIVE,40.5940793,-73.7896881,,,,,,,,,,,,,,,,,,
bronx,BRONX,9,11-11723,3597,43,Private,41183,ADJ. 757 BEACH AVENUE betw LAFAYETTE AVENUE & SEWARD AVENUE,,,,,,,,bronx,BRONX,9,11-11723,3597,43,Private,41183,ADJ. 757 BEACH AVENUE betw LAFAYETTE AVENUE & SEWARD AVENUE,40.820783,-73.863971,,,,,,brooklyn,BROOKLYN,5,11-11922,4223,6,City,41183,"553 Grant Ave,Brooklyn, NY 11208",40.6770883,-73.8656407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bronx,BRONX,9,12-05148,3706,1,City,40925,AT 930 ZEREGA AVENUE betw CROSS BRONX EXPWY NB ET 6 A & QUIMBY AVENUE,,,,,,,,bronx,BRONX,9,12-05148,3706,1,City,40925,930 ZEREGA AVENUE,40.827351,-73.843022,,,,,,brooklyn,BROOKLYN,5,11-11923,4258,1,City,41061,REAR OF 338 FORBELL STREET betw SUTTER AVENUE & CONDUIT BOULEVARD,40.674287,-73.863366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bronx,BRONX,9,11-11725,3771,64,Private,41153,BETWEEN 1229 & 1233 WHEELER AVENUE,,,,,,,,bronx,BRONX,9,11-11725,3771,64,Private,41153,BETWEEN 1229 & 1233 WHEELER AVENUE,40.832239,-73.880997,,,,,,brooklyn,BROOKLYN,5,11-11924,4259,6,City,41153,"1483 Sutter Ave,Brooklyn, NY 11208",40.6740679,-73.8630283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bronx,BRONX,9,11-11696,3918,22,Private,41061,ADJ. 1762 EAST TREMONT AVENUE betw ST LAWRENCE AVENUE & BEND,,,,,,,,bronx,BRONX,9,11-11696,3918,22,Private,41061,1762 EAST TREMONT AVENUE,40.8395092,-73.8689555,,,,,,brooklyn,BROOKLYN,5,11-11926,4276,35,Private,40933,673 DREW STREET,40.6735708,-73.8616394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bronx,BRONX,11,12-05060,4320,41,Private,40933,ADJ. 2181 WALLACE AVENUE betw PELHAM PARKWAY & LYDIG AVENUE,,,,,,,,bronx,BRONX,11,12-05060,4320,41,Private,40933,2181 WALLACE AVENUE,40.8556717,-73.8650161,,,,,,brooklyn,BROOKLYN,5,11-11926,4276,40,Private,40933,betw BLAKE AVENUE & SUTTER AVENUE,40.669926,-73.881481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bronx,BRONX,12,11-11774,4635,31,Private,40921,BETWEEN 912 & 934 EAST GUNHILL ROAD,,,,,,,,bronx,BRONX,12,11-11774,4635,31,Private,40921,BETWEEN 912 & 934 EAST GUNHILL ROAD,40.87512,-73.859846,,,,,,brooklyn,BROOKLYN,5,11-11926,4276,43,Private,40933,betw BLAKE AVENUE & SUTTER AVENUE,40.669926,-73.891481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bronx,BRONX,12,11-11774,4635,32,Private,40921,BETWEEN 912 & 934 EAST GUNHILL ROAD,,,,,,,,bronx,BRONX,12,11-11774,4635,32,Private,40921,BETWEEN 912 & 934 EAST GUNHILL ROAD,40.87512,-73.849846,,,,,,brooklyn,BROOKLYN,5,11-11926,4276,44,Private,40933,betw BLAKE AVENUE & SUTTER AVENUE,40.669926,-73.897481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
